agent_id,agent_name,date,calls_handled,avg_call_duration_min,avg_acw_time_min,avg_hold_time_min,transfers,pto_balance_hours,pto_used_this_month,avg_sentiment_score,frustration_keywords_count,avg_pitch_variance,stress_score
AGENT_006,Jamal Wright,2025-03-01,57,9.94,3.99,2.29,1,75.9,2.9,-0.15,6,14.4,0.66
AGENT_006,Jamal Wright,2025-03-02,59,7.12,3.26,1.21,6,90.3,0.3,0.2,5,52.5,0.58
AGENT_006,Jamal Wright,2025-03-03,55,9.07,5.57,4.8,3,85.3,4.9,0.06,7,54.1,0.69
AGENT_006,Jamal Wright,2025-03-04,48,6.93,6.59,7.48,2,87.3,5.8,0.14,1,40.0,0.58
AGENT_006,Jamal Wright,2025-03-05,45,6.93,4.45,1.92,3,70.8,10.2,0.28,3,45.9,0.49
AGENT_006,Jamal Wright,2025-03-06,46,7.63,5.91,5.03,1,87.7,4.4,0.1,5,35.1,0.6
AGENT_006,Jamal Wright,2025-03-07,51,7.05,7.37,-0.51,0,77.6,8.1,0.38,3,22.0,0.57
AGENT_006,Jamal Wright,2025-03-08,48,6.92,1.98,5.78,3,77.7,6.5,-0.13,3,71.5,0.55
AGENT_006,Jamal Wright,2025-03-09,53,6.27,6.39,4.09,6,85.0,1.6,-0.49,4,-6.8,0.76
AGENT_006,Jamal Wright,2025-03-10,46,8.62,7.09,2.97,0,70.4,7.9,0.36,5,58.2,0.59
AGENT_006,Jamal Wright,2025-03-11,49,5.96,3.38,0.45,4,74.8,9.4,-0.33,4,36.9,0.64
AGENT_006,Jamal Wright,2025-03-12,55,8.45,9.4,1.04,1,61.9,11.5,0.08,0,44.1,0.71
AGENT_006,Jamal Wright,2025-03-13,44,9.08,4.57,1.14,0,58.2,4.7,0.22,2,29.9,0.48
AGENT_006,Jamal Wright,2025-03-14,60,9.99,3.87,4.24,5,57.5,7.6,-0.73,6,11.1,0.81
AGENT_006,Jamal Wright,2025-03-15,56,7.32,3.46,3.03,3,69.2,0.8,0.71,2,53.9,0.48
AGENT_006,Jamal Wright,2025-03-16,51,7.1,5.77,2.7,3,64.8,0.3,0.09,7,13.3,0.63
AGENT_006,Jamal Wright,2025-03-17,47,8.01,3.66,3.17,5,73.2,0.8,0.21,3,42.3,0.49
AGENT_006,Jamal Wright,2025-03-18,53,7.74,2.47,5.04,3,67.9,1.5,-0.06,5,29.1,0.57
AGENT_006,Jamal Wright,2025-03-19,46,5.42,7.77,1.29,2,70.9,6.6,0.01,1,79.2,0.67
AGENT_006,Jamal Wright,2025-03-20,50,6.82,5.17,2.83,3,55.1,2.6,-0.35,2,12.5,0.66
AGENT_006,Jamal Wright,2025-03-21,52,8.09,3.52,2.38,3,70.8,7.4,0.12,2,14.6,0.5
AGENT_006,Jamal Wright,2025-03-22,50,8.99,4.42,3.08,1,71.1,4.4,-0.04,3,17.7,0.57
AGENT_006,Jamal Wright,2025-03-23,60,8.17,-0.59,5.78,4,78.1,8.2,-0.13,2,53.3,0.51
AGENT_006,Jamal Wright,2025-03-24,53,4.59,4.59,4.82,3,75.4,10.4,0.29,3,43.0,0.53
AGENT_006,Jamal Wright,2025-03-25,49,8.02,4.44,4.56,4,59.2,7.2,0.7,2,95.9,0.51
AGENT_006,Jamal Wright,2025-03-26,58,6.69,0.8,4.05,3,46.7,6.3,0.67,2,58.2,0.41
AGENT_006,Jamal Wright,2025-03-27,43,7.01,5.27,0.3,2,51.8,2.8,0.4,2,49.5,0.47
AGENT_006,Jamal Wright,2025-03-28,55,8.94,7.24,3.71,5,59.4,11.2,0.66,3,23.2,0.58
AGENT_006,Jamal Wright,2025-03-29,43,8.53,3.75,5.84,2,60.1,7.5,0.4,5,33.7,0.44
AGENT_006,Jamal Wright,2025-03-30,60,7.51,4.95,3.53,1,60.5,0.7,0.82,4,66.6,0.59
AGENT_006,Jamal Wright,2025-03-31,42,6.47,3.64,5.15,2,52.3,5.0,-0.2,1,14.2,0.52
AGENT_006,Jamal Wright,2025-04-01,58,9.79,2.31,3.62,4,43.3,7.2,-0.62,4,47.3,0.73
AGENT_006,Jamal Wright,2025-04-02,46,5.42,3.17,4.12,2,47.8,10.2,0.27,3,45.7,0.46
AGENT_006,Jamal Wright,2025-04-03,55,6.56,2.74,0.91,4,52.8,2.3,0.24,1,63.1,0.49
AGENT_006,Jamal Wright,2025-04-04,47,7.33,6.71,2.63,4,45.0,10.3,0.59,2,27.3,0.51
AGENT_006,Jamal Wright,2025-04-05,61,7.22,4.79,3.72,3,54.0,2.1,-0.21,3,44.0,0.71
AGENT_006,Jamal Wright,2025-04-06,57,9.93,1.29,0.98,3,49.1,1.3,0.17,4,71.9,0.52
AGENT_006,Jamal Wright,2025-04-07,55,6.88,3.04,2.43,0,53.9,10.7,0.39,4,69.7,0.51
AGENT_006,Jamal Wright,2025-04-08,53,9.65,3.58,0.51,1,55.7,1.7,-0.38,2,48.1,0.66
AGENT_006,Jamal Wright,2025-04-09,54,8.11,3.99,3.02,3,50.3,1.9,0.18,2,29.2,0.52
AGENT_006,Jamal Wright,2025-04-10,51,8.75,3.9,2.4,5,51.5,9.4,-0.15,0,28.5,0.56
AGENT_006,Jamal Wright,2025-04-11,47,8.01,8.17,0.65,2,50.5,3.0,0.57,3,83.4,0.62
AGENT_006,Jamal Wright,2025-04-12,51,5.81,6.56,4.82,4,37.7,11.3,0.11,5,37.7,0.65
AGENT_006,Jamal Wright,2025-04-13,40,8.1,3.09,1.39,2,46.0,10.9,-0.0,2,31.5,0.47
AGENT_006,Jamal Wright,2025-04-14,45,6.4,-0.01,1.81,1,36.9,1.1,0.07,4,42.8,0.41
AGENT_007,Priya Sharma,2025-03-01,41,8.88,-1.19,2.83,3,67.1,3.3,0.1,5,50.1,0.37
AGENT_007,Priya Sharma,2025-03-02,35,8.53,5.04,3.25,1,77.8,4.6,-0.14,3,99.6,0.6
AGENT_007,Priya Sharma,2025-03-03,29,8.58,4.11,4.22,4,78.3,9.3,0.22,4,18.6,0.4
AGENT_007,Priya Sharma,2025-03-04,37,8.19,4.42,2.71,1,70.4,3.4,0.09,5,44.4,0.52
AGENT_007,Priya Sharma,2025-03-05,34,11.02,4.26,2.82,3,71.1,6.8,-0.05,2,54.6,0.5
AGENT_007,Priya Sharma,2025-03-06,33,8.96,3.1,1.2,2,74.3,1.1,-0.35,2,66.4,0.54
AGENT_007,Priya Sharma,2025-03-07,42,9.95,4.26,5.45,3,89.9,2.6,-0.08,4,21.1,0.55
AGENT_007,Priya Sharma,2025-03-08,39,9.22,5.13,4.62,4,69.8,3.0,-0.29,1,17.7,0.57
AGENT_007,Priya Sharma,2025-03-09,45,9.74,3.62,3.33,1,74.5,0.5,0.31,0,97.0,0.46
AGENT_007,Priya Sharma,2025-03-10,39,8.77,2.43,2.82,2,64.5,9.1,0.94,5,47.9,0.39
AGENT_007,Priya Sharma,2025-03-11,53,9.34,4.39,2.23,2,68.9,1.2,0.34,2,105.7,0.55
AGENT_007,Priya Sharma,2025-03-12,43,8.0,5.82,3.76,3,91.2,0.7,-0.03,2,38.2,0.58
AGENT_007,Priya Sharma,2025-03-13,44,9.26,6.82,0.9,1,76.5,7.8,0.02,1,38.1,0.59
AGENT_007,Priya Sharma,2025-03-14,30,11.36,6.89,3.52,2,79.4,9.3,0.57,4,68.0,0.49
AGENT_007,Priya Sharma,2025-03-15,32,9.72,4.39,2.5,4,70.1,1.5,0.28,4,52.8,0.44
AGENT_007,Priya Sharma,2025-03-16,45,8.73,7.11,5.56,4,61.5,1.0,0.07,1,58.6,0.61
AGENT_007,Priya Sharma,2025-03-17,40,9.07,4.33,-1.98,4,64.7,7.7,-0.2,1,18.4,0.53
AGENT_007,Priya Sharma,2025-03-18,43,7.04,7.16,3.14,5,57.7,11.9,-0.04,1,11.4,0.59
AGENT_007,Priya Sharma,2025-03-19,39,9.72,4.32,4.27,2,49.6,3.8,0.55,4,44.1,0.43
AGENT_007,Priya Sharma,2025-03-20,41,8.14,6.06,1.86,3,63.4,8.1,-0.11,3,71.2,0.64
AGENT_007,Priya Sharma,2025-03-21,47,12.55,2.54,1.21,4,58.0,7.8,-0.11,0,43.9,0.5
AGENT_007,Priya Sharma,2025-03-22,42,9.11,0.99,3.07,5,50.3,7.8,-0.24,1,48.4,0.47
AGENT_007,Priya Sharma,2025-03-23,46,10.23,5.42,2.54,5,64.2,11.1,0.37,2,49.7,0.49
AGENT_007,Priya Sharma,2025-03-24,48,9.63,6.04,0.16,4,57.4,5.6,0.15,1,26.9,0.55
AGENT_007,Priya Sharma,2025-03-25,41,9.29,2.88,6.13,1,42.9,5.0,-0.08,1,55.3,0.49
AGENT_007,Priya Sharma,2025-03-26,41,7.28,2.82,2.04,2,60.6,7.4,-0.2,0,62.2,0.51
AGENT_007,Priya Sharma,2025-03-27,35,9.02,3.84,2.03,3,44.3,8.1,-0.23,3,52.2,0.55
AGENT_007,Priya Sharma,2025-03-28,48,7.48,0.52,3.19,3,31.7,2.4,0.51,3,28.7,0.34
AGENT_007,Priya Sharma,2025-03-29,32,10.74,7.58,0.43,2,68.9,5.1,0.33,2,77.0,0.52
AGENT_007,Priya Sharma,2025-03-30,42,7.56,6.88,0.4,2,54.7,5.5,0.28,2,50.7,0.54
AGENT_007,Priya Sharma,2025-03-31,36,8.35,2.97,2.81,0,43.9,0.2,0.35,1,35.3,0.34
AGENT_007,Priya Sharma,2025-04-01,39,8.93,5.5,3.65,4,51.1,6.5,0.65,0,8.9,0.39
AGENT_007,Priya Sharma,2025-04-02,42,8.57,5.61,0.63,4,51.7,11.4,0.03,2,59.4,0.57
AGENT_007,Priya Sharma,2025-04-03,40,8.81,4.9,2.81,2,47.2,1.4,-0.78,3,78.8,0.77
AGENT_007,Priya Sharma,2025-04-04,43,10.22,2.65,3.55,3,49.9,8.7,0.06,2,32.5,0.45
AGENT_007,Priya Sharma,2025-04-05,46,8.46,8.06,1.29,2,52.5,11.9,0.34,1,46.4,0.57
AGENT_007,Priya Sharma,2025-04-06,32,9.94,2.63,3.12,4,45.9,5.2,0.66,5,76.8,0.38
AGENT_007,Priya Sharma,2025-04-07,48,10.22,4.16,2.86,3,46.2,3.3,-0.12,1,79.9,0.6
AGENT_007,Priya Sharma,2025-04-08,41,10.27,8.44,2.12,4,65.4,0.7,0.6,1,60.8,0.55
AGENT_007,Priya Sharma,2025-04-09,43,11.29,2.42,2.52,0,40.0,3.6,0.47,3,71.4,0.41
AGENT_007,Priya Sharma,2025-04-10,33,10.02,2.37,1.73,2,34.6,0.5,-0.21,2,75.7,0.49
AGENT_007,Priya Sharma,2025-04-11,33,9.38,0.78,1.89,1,51.7,3.8,0.44,1,40.7,0.25
AGENT_007,Priya Sharma,2025-04-12,35,8.96,4.91,1.25,1,57.4,1.5,0.41,2,12.5,0.38
AGENT_007,Priya Sharma,2025-04-13,29,10.31,6.85,3.53,0,52.3,3.1,-0.18,2,32.9,0.57
AGENT_007,Priya Sharma,2025-04-14,52,7.69,3.12,3.01,2,48.0,8.7,0.41,1,68.7,0.45
AGENT_008,David Kim,2025-03-01,40,9.26,2.44,1.44,3,64.6,8.5,0.52,2,59.1,0.37
AGENT_008,David Kim,2025-03-02,37,9.12,5.2,1.42,2,77.9,1.7,-0.48,1,18.5,0.61
AGENT_008,David Kim,2025-03-03,55,8.48,4.86,3.76,0,67.2,10.6,0.09,1,40.7,0.58
AGENT_008,David Kim,2025-03-04,54,7.06,2.87,4.88,2,74.0,3.8,-0.29,0,86.6,0.63
AGENT_008,David Kim,2025-03-05,47,8.37,5.43,3.47,2,85.2,9.2,0.29,1,22.2,0.48
AGENT_008,David Kim,2025-03-06,43,8.45,6.1,1.9,3,69.9,5.8,0.42,4,47.1,0.51
AGENT_008,David Kim,2025-03-07,40,9.37,4.81,2.2,1,68.9,3.7,0.14,1,41.7,0.48
AGENT_008,David Kim,2025-03-08,40,9.15,5.76,3.68,3,75.8,1.0,0.59,4,82.2,0.52
AGENT_008,David Kim,2025-03-09,46,9.49,2.05,5.34,0,79.2,5.7,-0.12,3,-14.9,0.47
AGENT_008,David Kim,2025-03-10,44,7.1,2.34,1.0,2,68.1,10.3,0.42,2,19.0,0.35
AGENT_008,David Kim,2025-03-11,43,8.73,4.88,0.29,2,69.1,5.6,-0.08,3,41.8,0.58
AGENT_008,David Kim,2025-03-12,29,10.88,6.98,2.28,1,74.4,3.3,0.58,2,64.9,0.46
AGENT_008,David Kim,2025-03-13,38,11.49,5.89,7.13,4,65.9,9.0,0.36,3,54.2,0.48
AGENT_008,David Kim,2025-03-14,42,8.25,6.23,4.3,4,63.0,11.0,0.06,3,35.5,0.58
AGENT_008,David Kim,2025-03-15,52,7.92,6.42,3.65,3,72.2,8.1,0.16,0,32.5,0.57
AGENT_008,David Kim,2025-03-16,39,9.52,1.1,3.52,3,70.0,4.8,0.0,4,61.2,0.45
AGENT_008,David Kim,2025-03-17,34,8.51,3.14,2.63,2,57.2,5.3,0.24,4,87.3,0.45
AGENT_008,David Kim,2025-03-18,48,8.87,4.97,3.47,1,56.8,0.2,0.12,2,12.7,0.52
AGENT_008,David Kim,2025-03-19,34,8.21,3.82,2.8,3,85.5,10.5,0.9,2,13.4,0.34
AGENT_008,David Kim,2025-03-20,45,9.54,8.0,1.38,2,57.2,9.5,-0.07,2,31.2,0.66
AGENT_008,David Kim,2025-03-21,47,8.86,5.2,1.82,4,64.1,6.1,-0.0,4,103.3,0.65
AGENT_008,David Kim,2025-03-22,52,8.57,5.58,4.14,5,68.7,11.1,0.55,3,55.5,0.54
AGENT_008,David Kim,2025-03-23,43,8.57,5.94,2.96,4,82.4,9.1,-0.16,3,60.4,0.65
AGENT_008,David Kim,2025-03-24,35,7.86,3.06,2.58,4,63.5,8.7,-0.1,2,39.1,0.47
AGENT_008,David Kim,2025-03-25,33,8.62,3.86,4.42,4,56.1,4.1,0.21,3,21.1,0.4
AGENT_008,David Kim,2025-03-26,40,8.05,5.24,3.71,4,47.1,2.4,0.15,2,40.6,0.5
AGENT_008,David Kim,2025-03-27,42,5.93,5.32,2.33,2,52.2,8.3,0.41,3,10.1,0.44
AGENT_008,David Kim,2025-03-28,39,6.21,6.74,1.4,3,62.0,11.8,0.31,2,77.8,0.54
AGENT_008,David Kim,2025-03-29,40,10.26,7.19,0.08,6,52.2,5.8,-0.25,1,61.4,0.67
AGENT_008,David Kim,2025-03-30,40,8.3,2.81,2.42,0,62.5,7.4,-0.06,5,68.4,0.54
AGENT_008,David Kim,2025-03-31,39,8.19,4.44,2.65,1,43.3,1.7,0.38,5,55.8,0.47
AGENT_008,David Kim,2025-04-01,43,9.19,1.84,2.78,0,63.4,2.3,0.89,2,79.9,0.38
AGENT_008,David Kim,2025-04-02,51,7.0,6.07,1.99,4,59.9,1.4,-0.0,6,26.8,0.67
AGENT_008,David Kim,2025-04-03,48,7.02,7.13,3.0,3,52.2,9.7,-0.09,3,44.3,0.68
AGENT_008,David Kim,2025-04-04,37,8.58,5.23,1.86,2,44.7,5.8,-0.41,2,28.4,0.62
AGENT_008,David Kim,2025-04-05,48,7.43,4.78,-0.83,3,56.9,9.7,0.06,4,66.5,0.6
AGENT_008,David Kim,2025-04-06,43,7.71,4.13,2.12,1,61.3,2.2,0.03,5,0.9,0.52
AGENT_008,David Kim,2025-04-07,47,7.67,4.83,2.74,5,49.1,4.8,-0.52,4,14.5,0.7
AGENT_008,David Kim,2025-04-08,52,6.58,3.73,4.16,1,60.1,7.4,0.05,5,55.3,0.6
AGENT_008,David Kim,2025-04-09,50,8.39,2.22,4.31,2,42.2,2.0,0.09,1,23.5,0.45
AGENT_008,David Kim,2025-04-10,35,8.52,4.13,2.15,3,35.8,1.2,0.28,4,50.6,0.44
AGENT_008,David Kim,2025-04-11,49,7.93,3.95,2.66,4,52.2,1.9,-0.33,2,49.2,0.64
AGENT_008,David Kim,2025-04-12,42,9.77,2.57,5.32,4,34.7,1.9,-0.28,4,31.5,0.56
AGENT_008,David Kim,2025-04-13,50,8.08,5.3,3.46,0,38.4,0.4,-0.74,2,48.5,0.79
AGENT_008,David Kim,2025-04-14,39,4.84,8.37,1.19,3,34.8,11.1,-0.12,2,18.4,0.64
AGENT_009,Fatima Ali,2025-03-01,31,7.2,5.8,0.82,4,83.2,8.9,0.87,2,59.3,0.42
AGENT_009,Fatima Ali,2025-03-02,35,8.6,5.35,2.49,1,71.4,4.4,-0.13,4,53.5,0.59
AGENT_009,Fatima Ali,2025-03-03,44,8.53,4.09,2.2,0,82.7,11.2,0.25,3,36.0,0.47
AGENT_009,Fatima Ali,2025-03-04,37,10.63,5.61,-0.43,2,91.5,11.3,0.07,5,-1.7,0.52
AGENT_009,Fatima Ali,2025-03-05,36,9.76,3.41,4.2,3,56.4,10.1,0.57,2,84.1,0.4
AGENT_009,Fatima Ali,2025-03-06,44,8.72,4.46,2.49,2,74.8,5.4,-0.12,2,13.1,0.55
AGENT_009,Fatima Ali,2025-03-07,38,9.71,4.27,2.91,2,65.0,11.2,-0.48,1,35.8,0.6
AGENT_009,Fatima Ali,2025-03-08,45,11.62,4.63,0.3,3,75.1,5.8,0.49,2,47.9,0.46
AGENT_009,Fatima Ali,2025-03-09,42,11.22,3.7,4.58,5,70.5,4.3,0.79,2,39.1,0.4
AGENT_009,Fatima Ali,2025-03-10,41,10.73,4.86,3.45,5,82.8,11.3,0.82,4,53.7,0.47
AGENT_009,Fatima Ali,2025-03-11,37,9.08,3.88,1.9,3,66.8,1.6,0.26,0,53.6,0.4
AGENT_009,Fatima Ali,2025-03-12,39,6.74,3.3,4.45,1,75.9,9.0,-0.04,1,34.7,0.47
AGENT_009,Fatima Ali,2025-03-13,45,9.31,4.95,2.11,4,73.2,2.9,0.42,2,42.7,0.46
AGENT_009,Fatima Ali,2025-03-14,41,7.37,3.2,3.37,4,87.1,6.2,0.46,2,57.4,0.4
AGENT_009,Fatima Ali,2025-03-15,34,8.34,3.89,2.15,3,64.0,0.6,0.18,0,49.2,0.4
AGENT_009,Fatima Ali,2025-03-16,38,11.17,4.74,5.08,4,72.7,4.9,0.12,0,-14.8,0.41
AGENT_009,Fatima Ali,2025-03-17,39,9.25,3.06,0.51,4,71.8,5.0,0.29,1,40.7,0.38
AGENT_009,Fatima Ali,2025-03-18,37,8.33,3.07,1.58,1,73.9,9.1,-0.25,4,45.7,0.55
AGENT_009,Fatima Ali,2025-03-19,32,10.89,3.55,0.35,3,62.6,0.2,-0.23,4,57.5,0.54
AGENT_009,Fatima Ali,2025-03-20,39,9.02,2.3,2.55,3,67.2,11.8,0.55,2,107.5,0.4
AGENT_009,Fatima Ali,2025-03-21,38,7.21,2.89,3.62,5,67.1,5.3,0.13,2,33.9,0.42
AGENT_009,Fatima Ali,2025-03-22,35,9.44,8.38,-0.11,2,48.5,2.0,0.47,3,7.6,0.5
AGENT_009,Fatima Ali,2025-03-23,37,8.57,2.94,4.12,2,68.5,9.9,-0.51,3,44.8,0.6
AGENT_009,Fatima Ali,2025-03-24,39,8.18,10.69,0.6,1,68.6,10.9,-0.22,4,40.4,0.79
AGENT_009,Fatima Ali,2025-03-25,43,9.1,3.89,1.32,3,36.4,6.9,0.07,5,14.0,0.51
AGENT_009,Fatima Ali,2025-03-26,35,7.58,5.05,1.88,3,68.4,6.5,0.44,3,25.9,0.41
AGENT_009,Fatima Ali,2025-03-27,38,8.46,5.04,3.17,5,57.7,11.4,-0.09,7,6.8,0.58
AGENT_009,Fatima Ali,2025-03-28,35,9.08,7.07,0.98,3,52.7,11.7,0.15,4,54.3,0.57
AGENT_009,Fatima Ali,2025-03-29,36,9.89,8.36,1.89,1,51.1,7.6,1.01,5,53.2,0.56
AGENT_009,Fatima Ali,2025-03-30,36,9.6,5.65,2.61,1,54.7,6.3,0.09,5,39.5,0.55
AGENT_009,Fatima Ali,2025-03-31,42,8.66,6.46,4.5,3,61.3,3.4,-0.23,2,72.4,0.67
AGENT_009,Fatima Ali,2025-04-01,25,9.47,6.46,0.33,4,49.6,0.8,0.52,4,58.8,0.44
AGENT_009,Fatima Ali,2025-04-02,35,9.17,5.81,3.84,3,44.1,0.6,0.03,3,44.7,0.54
AGENT_009,Fatima Ali,2025-04-03,33,10.27,4.84,4.18,4,49.9,5.9,-0.43,3,37.7,0.61
AGENT_009,Fatima Ali,2025-04-04,30,9.91,8.32,3.51,3,41.8,5.6,0.44,2,-1.0,0.45
AGENT_009,Fatima Ali,2025-04-05,29,6.59,5.95,3.54,1,52.7,2.8,-0.3,1,29.2,0.56
AGENT_009,Fatima Ali,2025-04-06,36,7.77,2.2,2.85,0,44.2,2.2,0.14,2,39.6,0.39
AGENT_009,Fatima Ali,2025-04-07,35,9.95,5.51,2.21,2,60.9,5.9,-0.16,4,49.0,0.59
AGENT_009,Fatima Ali,2025-04-08,44,9.17,3.6,1.29,4,44.4,8.2,0.01,2,-1.2,0.47
AGENT_009,Fatima Ali,2025-04-09,42,9.45,7.96,1.55,2,47.7,9.2,-0.03,2,40.5,0.64
AGENT_009,Fatima Ali,2025-04-10,34,10.0,3.68,2.44,0,33.5,6.2,0.34,1,51.9,0.37
AGENT_009,Fatima Ali,2025-04-11,45,10.31,3.13,3.95,2,31.7,0.8,0.21,3,46.0,0.47
AGENT_009,Fatima Ali,2025-04-12,27,10.09,4.7,2.29,2,53.7,4.7,-0.19,3,65.9,0.53
AGENT_009,Fatima Ali,2025-04-13,29,10.29,0.47,1.82,3,36.6,10.6,0.48,1,76.1,0.25
AGENT_009,Fatima Ali,2025-04-14,39,9.42,2.55,5.78,0,45.7,9.0,-0.07,4,55.9,0.51
AGENT_010,Liam Thompson,2025-03-01,40,8.65,5.7,2.21,2,95.6,5.9,0.33,4,14.5,0.48
AGENT_010,Liam Thompson,2025-03-02,52,6.74,4.03,6.76,2,68.2,2.9,0.06,4,60.7,0.6
AGENT_010,Liam Thompson,2025-03-03,37,6.91,2.68,5.96,1,83.9,2.0,0.4,3,41.1,0.36
AGENT_010,Liam Thompson,2025-03-04,45,5.25,5.46,1.22,4,69.9,9.3,0.51,1,84.1,0.5
AGENT_010,Liam Thompson,2025-03-05,34,6.26,6.3,4.5,1,70.8,3.4,-0.36,0,32.9,0.6
AGENT_010,Liam Thompson,2025-03-06,34,5.71,3.91,3.21,3,71.9,7.4,0.19,3,33.3,0.43
AGENT_010,Liam Thompson,2025-03-07,45,7.06,7.31,2.07,4,74.9,10.9,0.32,3,58.7,0.58
AGENT_010,Liam Thompson,2025-03-08,42,5.8,8.25,4.27,3,72.2,11.2,0.5,0,57.9,0.54
AGENT_010,Liam Thompson,2025-03-09,29,9.74,2.92,2.8,3,89.6,9.2,-0.27,3,43.8,0.49
AGENT_010,Liam Thompson,2025-03-10,37,7.25,1.77,3.85,3,76.8,11.7,-0.93,2,48.2,0.65
AGENT_010,Liam Thompson,2025-03-11,36,7.33,6.71,2.42,2,68.7,10.5,0.29,1,28.5,0.47
AGENT_010,Liam Thompson,2025-03-12,49,6.5,5.82,0.9,4,63.5,10.5,-0.2,1,51.2,0.65
AGENT_010,Liam Thompson,2025-03-13,48,8.17,4.53,1.34,3,70.6,6.4,0.53,4,36.8,0.48
AGENT_010,Liam Thompson,2025-03-14,31,6.04,10.01,2.34,4,64.4,5.8,-0.11,2,37.3,0.67
AGENT_010,Liam Thompson,2025-03-15,41,5.69,5.47,-0.12,0,74.7,5.4,0.12,1,54.4,0.52
AGENT_010,Liam Thompson,2025-03-16,51,6.9,5.82,1.4,2,65.3,9.3,0.41,2,-2.9,0.48
AGENT_010,Liam Thompson,2025-03-17,39,7.71,3.82,4.1,1,76.5,10.9,0.09,1,40.4,0.46
AGENT_010,Liam Thompson,2025-03-18,41,7.5,4.67,4.0,4,58.0,7.9,0.02,1,48.6,0.52
AGENT_010,Liam Thompson,2025-03-19,42,9.0,2.88,2.1,1,54.0,9.1,-0.13,0,46.9,0.49
AGENT_010,Liam Thompson,2025-03-20,40,6.15,4.87,3.68,2,76.0,4.3,-0.05,5,57.0,0.59
AGENT_010,Liam Thompson,2025-03-21,47,8.35,4.76,2.59,2,57.4,3.0,-0.33,3,27.2,0.65
AGENT_010,Liam Thompson,2025-03-22,38,7.39,4.59,4.69,6,72.3,2.0,-0.06,2,19.6,0.51
AGENT_010,Liam Thompson,2025-03-23,45,7.95,3.01,2.18,3,56.0,7.7,-0.15,2,56.9,0.55
AGENT_010,Liam Thompson,2025-03-24,43,6.7,6.0,2.54,1,63.6,11.4,-0.14,1,14.5,0.58
AGENT_010,Liam Thompson,2025-03-25,35,7.2,1.12,1.12,4,65.6,1.8,-0.33,3,8.7,0.45
AGENT_010,Liam Thompson,2025-03-26,37,6.88,2.71,3.26,4,45.1,10.9,-0.3,7,50.3,0.59
AGENT_010,Liam Thompson,2025-03-27,51,7.58,5.67,4.92,3,55.2,8.6,0.12,1,23.6,0.56
AGENT_010,Liam Thompson,2025-03-28,41,6.91,8.79,4.14,4,62.2,2.6,0.15,2,75.7,0.65
AGENT_010,Liam Thompson,2025-03-29,33,8.75,8.91,4.6,1,63.9,4.4,0.02,4,55.9,0.65
AGENT_010,Liam Thompson,2025-03-30,48,7.45,5.46,2.7,1,55.6,4.7,0.11,3,52.7,0.59
AGENT_010,Liam Thompson,2025-03-31,36,8.55,3.91,4.98,5,55.4,4.6,-0.58,3,21.2,0.62
AGENT_010,Liam Thompson,2025-04-01,54,7.56,2.65,1.36,3,57.4,6.9,0.07,3,46.7,0.54
AGENT_010,Liam Thompson,2025-04-02,41,7.89,3.19,2.73,4,79.3,2.9,-0.1,2,58.0,0.52
AGENT_010,Liam Thompson,2025-04-03,46,5.68,6.6,3.53,1,52.5,3.3,0.17,1,52.1,0.57
AGENT_010,Liam Thompson,2025-04-04,38,7.24,6.07,2.99,3,56.8,5.5,0.2,0,55.0,0.49
AGENT_010,Liam Thompson,2025-04-05,32,6.96,-0.44,0.29,0,60.4,2.0,0.6,4,45.4,0.25
AGENT_010,Liam Thompson,2025-04-06,43,8.29,3.56,2.84,2,38.3,7.5,0.72,2,54.6,0.42
AGENT_010,Liam Thompson,2025-04-07,51,6.59,4.47,0.1,2,35.1,10.3,0.41,2,53.8,0.49
AGENT_010,Liam Thompson,2025-04-08,40,8.1,4.76,-0.18,4,46.5,4.8,0.03,5,11.5,0.53
AGENT_010,Liam Thompson,2025-04-09,34,6.95,5.72,0.47,3,49.6,10.6,0.69,2,47.1,0.43
AGENT_010,Liam Thompson,2025-04-10,42,5.93,6.41,6.29,2,52.0,0.8,0.57,4,49.6,0.52
AGENT_010,Liam Thompson,2025-04-11,33,9.26,4.27,2.28,4,38.2,11.4,0.43,0,30.0,0.34
AGENT_010,Liam Thompson,2025-04-12,37,7.29,6.56,3.55,3,47.0,8.6,0.16,1,65.1,0.53
AGENT_010,Liam Thompson,2025-04-13,43,6.02,9.18,2.3,3,45.5,4.6,0.74,2,30.3,0.57
AGENT_010,Liam Thompson,2025-04-14,40,6.09,3.2,3.72,2,38.2,0.1,0.2,2,47.4,0.43
AGENT_011,Zoe Garcia,2025-03-01,58,9.98,4.87,0.62,4,91.1,5.7,0.18,3,50.8,0.6
AGENT_011,Zoe Garcia,2025-03-02,55,8.67,3.66,2.36,1,73.7,11.1,0.15,0,72.7,0.54
AGENT_011,Zoe Garcia,2025-03-03,55,10.87,4.61,3.48,3,61.7,11.8,0.52,3,75.3,0.54
AGENT_011,Zoe Garcia,2025-03-04,38,8.94,5.38,0.17,3,85.2,7.3,0.74,2,22.1,0.42
AGENT_011,Zoe Garcia,2025-03-05,42,10.63,5.15,5.23,1,75.4,7.6,0.09,6,30.6,0.57
AGENT_011,Zoe Garcia,2025-03-06,57,8.01,2.53,1.54,1,72.2,8.3,0.03,2,104.5,0.59
AGENT_011,Zoe Garcia,2025-03-07,51,9.37,8.3,-0.22,0,91.7,3.1,-0.07,1,59.7,0.72
